#datumDate,datumId,datumValue
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.045,0.0082494100
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.05,0.0086819500
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.055,0.0090824500
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.06,0.0093396600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.065,0.0095114300
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.07,0.0096823100
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.075,0.0098576400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.08,0.0100374200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.085,0.0102955200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.09,0.0105945600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.095,0.0105206900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.1,0.0101753700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.005,0.0036630000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.015,0.0050490000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.02,0.0060320700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.025,0.0069032700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.03,0.0076071600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.035,0.0084318300
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.04,0.0092367000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.045,0.0100544400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.05,0.0108365400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.055,0.0115582500
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.06,0.0122601600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.065,0.0129422700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.07,0.0136085400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.075,0.0142589700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.08,0.0148955400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.085,0.0155192400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.09,0.0161310600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.095,0.0167319900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.1,0.0173220300
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.005,0.0065516000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.015,0.0072714400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.02,0.0074835200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.025,0.0075020000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.03,0.0075187200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.035,0.0075310400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.04,0.0074412800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.045,0.0074263200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.05,0.0077545600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.055,0.0080564000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.06,0.0082473600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.065,0.0083881600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.07,0.0085307200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.075,0.0086794400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.08,0.0088325600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.085,0.0090437600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.09,0.0092936800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.095,0.0092813600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.1,0.0090569600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.005,0.0045168200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.015,0.0058496200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.02,0.0066787000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.025,0.0074636800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.03,0.0080046400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.035,0.0086984800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.04,0.0093952600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.045,0.0101841600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.05,0.0109907000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.055,0.0116659200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.06,0.0123127200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.065,0.0129477600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.07,0.0135700600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.075,0.0141825600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.08,0.0147852600
